sulfur dioxide diff,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
77.0,7.3,0.2,0.44,1.4,0.045,21.0,0.9924,3.15,0.46,10.0,7
131.0,7.2,0.28,0.26,12.5,0.046,48.0,0.9975,3.1,0.52,9.0,6
131.0,7.5,0.35,0.28,9.6,0.051,26.0,0.9969,3.12,0.53,9.2,6
119.0,7.2,0.27,0.27,2.4,0.048,30.0,0.9936,3.1,0.51,9.2,6
105.0,6.0,0.36,0.39,3.2,0.027,20.0,0.991,3.38,0.39,11.3,7
71.0,5.1,0.33,0.22,1.6,0.027,18.0,0.9893,3.51,0.38,12.5,7
111.0,6.7,0.21,0.32,5.4,0.047,29.0,0.995,3.39,0.46,9.7,6
121.0,7.0,0.3,0.38,14.9,0.032,60.0,0.9983,3.18,0.61,9.3,7
121.0,7.0,0.3,0.38,14.9,0.032,60.0,0.9983,3.18,0.61,9.3,7
53.0,6.5,0.36,0.32,1.1,0.031,13.0,0.9916,3.1,0.46,10.6,5
49.0,7.3,0.24,0.43,2.0,0.021,20.0,0.99,3.08,0.56,12.2,6
101.0,6.8,0.37,0.51,11.8,0.044,62.0,0.9976,3.19,0.44,8.8,5
63.0,8.2,0.28,0.42,1.8,0.031,30.0,0.9917,3.09,0.39,11.4,5
72.0,6.3,0.2,0.4,1.5,0.037,35.0,0.9917,3.46,0.5,11.4,6
116.0,5.9,0.26,0.27,18.2,0.048,52.0,0.9993,3.35,0.44,9.4,5
51.0,6.4,0.19,0.42,2.9,0.032,32.0,0.9908,3.3,0.41,11.7,6
72.0,6.3,0.2,0.4,1.5,0.037,35.0,0.9917,3.46,0.5,11.4,6
101.0,6.8,0.37,0.51,11.8,0.044,62.0,0.9976,3.19,0.44,8.8,5
197.0,7.1,0.27,0.31,18.2,0.046,55.0,1.0,3.07,0.56,8.7,5
137.0,6.8,0.22,0.31,6.3,0.035,33.0,0.9918,3.24,0.66,12.6,6
59.0,5.8,0.28,0.34,4.0,0.031,40.0,0.9896,3.39,0.39,12.8,7
90.0,6.3,0.14,0.39,1.2,0.044,26.0,0.992,3.26,0.53,10.3,6
63.0,8.2,0.28,0.42,1.8,0.031,30.0,0.9917,3.09,0.39,11.4,5
113.0,7.2,0.25,0.39,18.95,0.038,42.0,0.9999,2.97,0.47,9.0,6
53.0,7.2,0.19,0.39,1.2,0.036,32.0,0.9918,3.16,0.5,10.5,5
53.0,7.2,0.19,0.39,1.2,0.036,32.0,0.9918,3.16,0.5,10.5,5
113.0,7.2,0.25,0.39,18.95,0.038,42.0,0.9999,2.97,0.47,9.0,6
72.0,7.4,0.21,0.27,1.2,0.041,27.0,0.9927,3.19,0.33,9.8,6
153.0,6.8,0.26,0.22,7.7,0.047,57.0,0.9959,3.1,0.47,9.0,5
72.0,7.4,0.21,0.27,1.2,0.041,27.0,0.9927,3.19,0.33,9.8,6
104.0,7.4,0.31,0.28,1.6,0.05,33.0,0.9929,3.31,0.56,10.5,6
95.0,7.0,0.22,0.31,2.7,0.03,41.0,0.9898,3.16,0.37,12.7,7
185.0,7.0,0.21,0.28,8.7,0.045,37.0,0.9954,3.25,0.54,10.4,6
184.0,7.0,0.21,0.28,8.6,0.045,37.0,0.9954,3.25,0.54,10.4,6
184.0,7.0,0.21,0.28,8.6,0.045,37.0,0.9954,3.25,0.54,10.4,6
115.0,6.9,0.23,0.38,8.3,0.047,47.0,0.9954,3.34,0.52,10.5,7
185.0,7.0,0.21,0.28,8.7,0.045,37.0,0.9954,3.25,0.54,10.4,6
184.0,7.0,0.21,0.28,8.6,0.045,37.0,0.9954,3.25,0.54,10.4,6
146.0,6.8,0.29,0.5,13.3,0.053,48.0,0.9974,3.09,0.45,9.4,5
69.0,7.8,0.21,0.27,1.2,0.051,20.0,0.9936,3.06,0.46,9.1,5
143.0,7.1,0.31,0.47,13.6,0.056,54.0,0.9978,3.1,0.49,9.3,5
146.0,6.8,0.29,0.5,13.3,0.053,48.0,0.9974,3.09,0.45,9.4,5
140.5,7.4,0.155,0.34,2.3,0.045,73.5,0.9934,3.18,0.61,9.9,7
73.0,7.0,0.23,0.36,7.1,0.028,31.0,0.9922,3.35,0.47,12.1,8
73.0,6.9,0.2,0.37,6.2,0.027,24.0,0.992,3.38,0.49,12.2,7
195.5,6.1,0.28,0.32,2.5,0.042,23.0,0.9935,3.27,0.6,9.8,5
137.0,6.6,0.16,0.32,1.4,0.035,49.0,0.9906,3.35,0.64,12.4,8
140.5,7.4,0.155,0.34,2.3,0.045,73.5,0.9934,3.18,0.61,9.9,7
78.0,6.7,0.22,0.37,1.6,0.028,24.0,0.9913,3.29,0.59,11.6,7
112.0,6.1,0.38,0.2,6.6,0.033,25.0,0.9938,3.3,0.69,10.4,6
72.0,6.0,0.25,0.28,2.2,0.026,54.0,0.9898,3.43,0.65,12.9,8
99.0,6.9,0.24,0.36,20.8,0.031,40.0,0.9975,3.2,0.33,11.0,6
50.0,7.1,0.32,0.32,11.0,0.038,16.0,0.9937,3.24,0.4,11.5,3
126.0,5.8,0.28,0.27,2.6,0.054,30.0,0.9914,3.53,0.42,12.4,5
89.0,6.5,0.41,0.24,14.0,0.048,24.0,0.9982,3.44,0.53,9.8,6
89.0,6.5,0.41,0.24,14.0,0.048,24.0,0.9982,3.44,0.53,9.8,6
93.0,6.4,0.28,0.29,1.6,0.052,34.0,0.9929,3.48,0.56,10.5,7
94.0,6.1,0.2,0.25,1.2,0.038,34.0,0.9921,3.24,0.44,10.1,5
133.0,5.9,0.46,0.14,2.7,0.042,27.0,0.9931,3.46,0.51,10.6,7
81.0,6.0,0.27,0.27,1.6,0.046,32.0,0.9924,3.41,0.51,10.5,7
93.0,6.4,0.28,0.29,1.6,0.052,34.0,0.9929,3.48,0.56,10.5,7
89.0,6.4,0.41,0.24,14.0,0.048,24.0,0.9982,3.44,0.53,9.8,6
71.0,6.3,0.23,0.31,1.5,0.022,11.0,0.9892,3.3,0.4,12.9,7
85.0,7.1,0.21,0.27,8.6,0.056,26.0,0.9956,2.95,0.52,9.5,5
187.5,6.0,0.37,0.32,1.0,0.053,31.0,0.9924,3.29,0.72,9.8,6
85.0,7.1,0.21,0.27,8.6,0.056,26.0,0.9956,2.95,0.52,9.5,5
131.0,7.0,0.25,0.29,15.2,0.047,40.0,0.9982,3.22,0.45,9.3,5
112.0,5.9,0.25,0.19,12.4,0.047,50.0,0.9973,3.35,0.38,9.5,5
53.0,6.8,0.32,0.21,2.2,0.044,15.0,0.9932,3.17,0.39,9.4,6
87.0,7.0,0.14,0.32,9.0,0.039,54.0,0.9956,3.22,0.43,9.4,6
53.0,6.8,0.32,0.21,2.2,0.044,15.0,0.9932,3.17,0.39,9.4,6
123.0,7.2,0.29,0.53,18.15,0.047,59.0,0.9992,3.09,0.52,9.6,5
166.0,6.5,0.38,0.34,3.4,0.036,34.0,0.9937,3.14,0.76,10.0,5
67.0,6.6,0.24,0.29,2.0,0.023,19.0,0.99,3.25,0.45,12.5,6
98.0,7.0,0.17,0.31,4.8,0.034,34.0,0.9944,3.36,0.48,9.6,7
72.0,5.5,0.16,0.22,4.5,0.03,30.0,0.9938,3.24,0.36,9.4,6
172.0,7.0,0.24,0.51,11.0,0.029,55.0,0.9965,3.03,0.61,9.5,5
63.0,7.4,0.28,0.36,1.1,0.028,42.0,0.9893,2.99,0.39,12.4,7
86.0,7.0,0.22,0.28,1.5,0.037,29.0,0.9927,3.11,0.55,10.5,6
97.0,6.3,0.22,0.33,1.7,0.041,67.0,0.9928,3.32,0.56,10.4,6
141.0,6.7,0.47,0.34,8.9,0.043,31.0,0.9964,3.22,0.6,9.2,5
59.0,5.9,0.36,0.41,1.3,0.047,45.0,0.9917,3.33,0.51,10.6,6
96.0,5.8,0.25,0.24,13.3,0.044,41.0,0.9972,3.34,0.42,9.5,5
141.0,6.7,0.47,0.34,8.9,0.043,31.0,0.9964,3.22,0.6,9.2,5
81.0,6.2,0.18,0.38,1.5,0.028,36.0,0.993,3.47,0.54,9.7,6
74.0,6.0,0.16,0.37,1.5,0.025,43.0,0.9928,3.46,0.51,9.7,6
58.0,6.6,0.34,0.28,1.3,0.035,32.0,0.9916,3.1,0.42,10.7,6
127.0,7.4,0.29,0.29,1.6,0.045,53.0,0.9936,3.34,0.68,10.5,6
125.0,7.4,0.26,0.31,7.6,0.047,52.0,0.9962,3.13,0.45,8.9,6
62.0,7.0,0.28,0.36,1.0,0.035,8.0,0.9899,3.09,0.46,12.1,6
53.0,7.1,0.23,0.39,1.6,0.032,12.0,0.9898,3.25,0.4,12.7,7
140.0,7.8,0.19,0.26,8.9,0.039,42.0,0.996,3.18,0.46,9.9,6
130.0,6.3,0.19,0.28,1.8,0.022,28.0,0.9907,3.2,0.64,11.4,6
76.0,6.8,0.2,0.38,4.7,0.04,27.0,0.994,3.37,0.58,10.7,6
145.0,5.7,0.44,0.13,7.0,0.025,28.0,0.9913,3.33,0.48,12.5,6
104.0,6.8,0.23,0.32,1.6,0.026,43.0,0.9904,3.29,0.54,12.5,6
161.0,5.7,0.335,0.34,1.0,0.04,13.0,0.992,3.27,0.66,10.0,5
146.0,7.2,0.28,0.54,16.7,0.045,54.0,0.999,3.08,0.49,9.5,6
202.0,6.4,0.3,0.3,2.25,0.038,8.0,0.9937,3.2,0.62,9.9,6
202.0,6.5,0.3,0.29,2.25,0.037,8.0,0.9937,3.19,0.62,9.9,5
94.0,7.8,0.18,0.31,12.2,0.053,46.0,0.998,3.06,0.53,8.9,6
94.0,7.8,0.18,0.31,12.2,0.053,46.0,0.998,3.06,0.53,8.9,6
76.0,6.7,0.27,0.12,1.3,0.041,62.0,0.9921,3.21,0.42,10.0,6
159.0,7.8,0.34,0.35,1.8,0.042,8.0,0.9908,3.11,0.41,12.1,6
110.0,7.3,0.26,0.36,5.2,0.04,31.0,0.9931,3.16,0.59,11.0,6
28.0,7.4,0.36,0.33,1.4,0.025,27.0,0.9915,3.21,0.33,11.2,6
81.0,7.8,0.28,0.32,9.0,0.036,34.0,0.9952,3.17,0.39,10.3,7
139.0,6.1,0.31,0.26,2.2,0.051,28.0,0.9926,3.37,0.47,10.4,6
107.0,6.8,0.18,0.37,1.6,0.055,47.0,0.9934,3.08,0.45,9.1,5
105.0,7.4,0.15,0.42,1.7,0.045,49.0,0.992,3.0,0.6,10.4,6
58.0,5.9,0.13,0.28,1.9,0.05,20.0,0.9918,3.43,0.64,10.8,6
34.0,7.2,0.34,0.34,12.6,0.048,7.0,0.9942,3.19,0.4,11.7,5
135.0,7.9,0.19,0.26,2.1,0.039,8.0,0.9942,3.05,0.74,9.8,5
135.0,7.9,0.19,0.26,2.1,0.039,8.0,0.9942,3.05,0.74,9.8,5
79.0,6.9,0.25,0.4,1.3,0.038,22.0,0.9901,3.03,0.39,11.4,6
74.0,5.8,0.36,0.32,1.7,0.033,22.0,0.9898,3.03,0.38,11.2,6
66.0,5.6,0.35,0.37,1.0,0.038,6.0,0.9902,3.37,0.34,11.4,5
26.0,7.2,0.31,0.46,5.0,0.04,3.0,0.9906,3.04,0.53,12.5,4
84.0,6.1,0.28,0.22,1.8,0.034,32.0,0.9898,3.36,0.44,12.6,6
93.0,5.6,0.19,0.47,4.5,0.03,19.0,0.9922,3.56,0.45,11.2,6
125.0,7.4,0.25,0.36,13.2,0.067,53.0,0.9976,3.01,0.48,9.0,6
125.0,7.4,0.25,0.36,13.2,0.067,53.0,0.9976,3.01,0.48,9.0,6
125.0,7.4,0.25,0.36,13.2,0.067,53.0,0.9976,3.01,0.48,9.0,6
117.0,7.9,0.345,0.51,15.3,0.047,54.0,0.9987,3.09,0.51,9.1,5
117.0,7.9,0.345,0.51,15.3,0.047,54.0,0.9987,3.09,0.51,9.1,5
125.0,7.4,0.25,0.36,13.2,0.067,53.0,0.9976,3.01,0.48,9.0,6
39.0,6.1,0.24,0.3,1.5,0.045,22.0,0.992,3.31,0.54,10.4,5
170.0,6.8,0.25,0.24,4.55,0.053,41.0,0.9955,3.37,0.67,9.5,6
165.0,6.7,0.31,0.31,9.9,0.04,10.0,0.9953,3.46,0.55,11.4,4
153.0,5.5,0.35,0.35,1.1,0.045,14.0,0.992,3.34,0.68,9.9,6
119.0,6.7,0.24,0.41,8.7,0.036,29.0,0.9952,3.22,0.62,9.9,6
113.0,6.8,0.28,0.17,13.9,0.047,49.0,0.9983,3.21,0.51,9.0,6
108.0,6.4,0.16,0.22,1.4,0.04,41.0,0.9933,3.49,0.58,10.0,6
134.0,6.3,0.26,0.24,7.2,0.039,38.0,0.9958,3.49,0.64,9.7,6
77.0,7.7,0.22,0.42,1.9,0.052,10.0,0.9922,3.3,0.49,11.8,6
97.0,6.5,0.18,0.31,1.7,0.044,30.0,0.9928,3.49,0.5,10.2,7
128.0,7.0,0.3,0.51,13.6,0.05,40.0,0.9976,3.07,0.52,9.6,7
86.0,7.8,0.28,0.34,1.6,0.028,32.0,0.9901,3.0,0.38,12.1,7
128.0,7.0,0.3,0.51,13.6,0.05,40.0,0.9976,3.07,0.52,9.6,7
86.0,7.8,0.28,0.34,1.6,0.028,32.0,0.9901,3.0,0.38,12.1,7
121.0,6.1,0.41,0.24,1.6,0.049,16.0,0.993,3.32,0.5,10.4,6
112.0,5.9,0.21,0.24,12.1,0.044,53.0,0.9969,3.25,0.39,9.5,5
93.0,7.2,0.34,0.44,4.2,0.047,51.0,0.991,3.01,0.76,12.3,6
119.0,6.7,0.21,0.42,9.1,0.049,31.0,0.9953,3.12,0.74,9.9,7
145.0,7.7,0.34,0.27,8.8,0.063,39.0,0.9969,3.09,0.63,9.2,6
71.0,7.8,0.22,0.38,10.3,0.059,28.0,0.9967,3.12,0.47,10.0,6
31.0,7.2,0.35,0.34,12.4,0.051,6.0,0.9944,3.13,0.39,11.5,6
94.0,6.0,0.26,0.5,2.2,0.048,59.0,0.9928,3.08,0.61,9.8,5
93.0,6.1,0.26,0.51,2.2,0.05,61.0,0.9929,3.08,0.6,9.8,6
135.0,6.5,0.28,0.27,5.2,0.04,44.0,0.9948,3.19,0.69,9.4,6
81.0,6.5,0.28,0.29,2.7,0.038,26.0,0.9912,3.32,0.41,11.6,7
137.0,6.7,0.34,0.54,16.3,0.047,44.0,0.9987,3.04,0.56,8.8,5
102.0,7.2,0.2,0.34,2.7,0.032,49.0,0.99,3.16,0.39,12.7,7
99.0,7.4,0.2,0.33,1.9,0.035,39.0,0.991,3.17,0.44,11.7,7
138.0,8.2,0.22,0.3,1.8,0.047,47.0,0.9933,3.13,0.5,10.2,6
140.0,8.2,0.23,0.29,1.8,0.047,47.0,0.9933,3.13,0.5,10.2,6
105.0,7.1,0.22,0.33,2.8,0.033,48.0,0.9899,3.15,0.38,12.7,7
81.0,6.5,0.28,0.29,2.7,0.038,26.0,0.9912,3.32,0.41,11.6,7
92.0,6.0,0.38,0.26,6.0,0.034,42.0,0.9912,3.38,0.38,12.3,7
86.0,5.7,0.18,0.22,4.2,0.042,25.0,0.994,3.35,0.39,9.4,5
124.0,7.3,0.3,0.22,6.4,0.056,44.0,0.9947,3.13,0.35,10.1,6
55.0,7.4,0.24,0.22,10.7,0.042,26.0,0.9954,2.86,0.36,9.7,6
102.0,6.6,0.25,0.3,1.6,0.046,32.0,0.993,3.42,0.51,10.1,7
55.0,7.4,0.24,0.22,10.7,0.042,26.0,0.9954,2.86,0.36,9.7,6
119.0,7.4,0.26,0.3,7.9,0.049,38.0,0.9963,3.13,0.48,8.9,6
99.0,6.1,0.32,0.25,1.7,0.034,37.0,0.992,3.47,0.5,10.8,7
79.0,6.9,0.28,0.27,2.1,0.036,42.0,0.9926,3.42,0.49,10.8,7
111.0,7.0,0.23,0.33,5.8,0.04,25.0,0.995,3.19,0.58,9.5,6
142.0,7.1,0.31,0.5,14.5,0.059,6.0,0.9983,2.94,0.44,9.1,5
71.0,7.3,0.2,0.37,1.2,0.037,48.0,0.992,3.32,0.49,10.9,6
124.0,6.9,0.41,0.33,10.1,0.043,28.0,0.9968,3.2,0.52,9.4,5
133.0,6.3,0.27,0.38,0.9,0.051,7.0,0.9926,3.45,0.5,10.5,7
124.0,6.9,0.41,0.33,10.1,0.043,28.0,0.9968,3.2,0.52,9.4,5
101.0,7.0,0.29,0.37,4.9,0.034,26.0,0.9928,3.17,0.44,10.8,6
84.0,5.9,0.27,0.29,11.4,0.036,31.0,0.9949,3.35,0.48,10.5,8
41.0,6.9,0.19,0.4,1.4,0.036,14.0,0.9909,3.08,0.68,11.5,7
75.0,7.2,0.24,0.4,1.4,0.045,31.0,0.9914,2.88,0.38,10.8,6
100.0,6.3,0.26,0.49,1.5,0.052,34.0,0.9924,2.99,0.61,9.8,6
100.0,6.3,0.26,0.49,1.5,0.052,34.0,0.9924,2.99,0.61,9.8,6
120.0,7.3,0.25,0.29,7.5,0.049,38.0,0.9965,3.43,0.38,9.6,5
120.0,7.3,0.25,0.29,7.5,0.049,38.0,0.9965,3.43,0.38,9.6,5
113.0,6.1,0.28,0.25,17.75,0.044,48.0,0.9993,3.34,0.48,9.5,5
82.0,7.4,0.37,0.35,5.7,0.061,12.0,0.9965,3.48,0.69,10.7,6
90.0,6.5,0.36,0.28,3.2,0.037,29.0,0.9908,3.25,0.65,12.4,8
86.0,7.4,0.24,0.4,4.3,0.032,9.0,0.992,3.09,0.39,11.1,6
83.0,7.8,0.32,0.33,2.4,0.037,18.0,0.9912,3.21,0.65,11.7,7
143.0,7.8,0.26,0.27,1.9,0.051,52.0,0.9928,3.23,0.5,10.9,6
138.0,7.7,0.24,0.27,1.8,0.051,52.0,0.9928,3.23,0.5,10.8,6
102.0,7.4,0.19,0.3,1.4,0.057,33.0,0.993,3.12,0.5,9.6,6
119.0,5.3,0.32,0.12,6.6,0.043,22.0,0.9937,3.36,0.6,10.4,6
61.0,7.2,0.24,0.34,1.1,0.045,3.0,0.9913,3.23,0.51,11.4,5
81.0,6.2,0.24,0.29,13.3,0.039,49.0,0.9952,3.33,0.46,11.0,8
197.0,7.0,0.32,0.24,6.2,0.048,31.0,0.9957,3.23,0.62,9.4,6
197.0,7.0,0.32,0.24,6.2,0.048,31.0,0.9957,3.23,0.62,9.4,6
76.0,5.8,0.31,0.33,1.2,0.036,23.0,0.9916,3.18,0.6,10.5,6
109.0,7.0,0.23,0.42,18.05,0.05,35.0,0.9999,3.22,0.42,8.8,5
109.0,7.0,0.23,0.42,18.05,0.05,35.0,0.9999,3.22,0.42,8.8,5
115.0,6.9,0.24,0.33,4.8,0.04,16.0,0.9936,3.26,0.64,10.7,6
142.0,6.0,0.29,0.2,12.6,0.045,45.0,0.9972,3.33,0.42,9.5,5
104.0,6.1,0.17,0.28,4.5,0.033,46.0,0.9933,3.43,0.49,10.9,6
106.0,5.9,0.14,0.25,4.5,0.027,34.0,0.9934,3.49,0.51,10.8,6
94.0,6.2,0.17,0.28,4.7,0.037,39.0,0.9931,3.41,0.46,10.8,7
123.0,7.4,0.28,0.25,11.9,0.053,25.0,0.9976,3.1,0.62,9.2,5
150.0,5.6,0.35,0.14,5.0,0.046,48.0,0.9937,3.3,0.71,10.3,5
148.0,5.8,0.335,0.14,5.8,0.046,49.0,0.9937,3.3,0.71,10.3,5
94.0,5.6,0.235,0.29,1.2,0.047,33.0,0.991,3.34,0.5,11.0,7
155.0,6.1,0.28,0.25,12.9,0.054,34.0,0.9979,3.25,0.43,9.0,4
111.0,6.3,0.21,0.33,13.9,0.046,68.0,0.9971,3.36,0.5,10.4,6
129.0,6.4,0.24,0.28,11.5,0.05,34.0,0.9969,3.31,0.45,9.5,5
134.0,6.4,0.24,0.29,11.4,0.051,32.0,0.9968,3.31,0.45,9.5,5
122.0,6.3,0.26,0.25,7.8,0.058,44.0,0.9961,3.24,0.41,9.0,5
89.0,7.4,0.105,0.34,12.2,0.05,57.0,0.9973,3.16,0.37,9.0,6
156.0,6.0,0.32,0.12,5.9,0.041,34.0,0.9944,3.16,0.72,10.0,5
154.0,7.1,0.26,0.34,14.4,0.067,35.0,0.9986,3.07,0.53,9.1,7
154.0,7.1,0.26,0.34,14.4,0.067,35.0,0.9986,3.07,0.53,9.1,7
154.0,7.1,0.26,0.34,14.4,0.067,35.0,0.9986,3.07,0.53,9.1,7
154.0,7.1,0.26,0.34,14.4,0.067,35.0,0.9986,3.07,0.53,9.1,7
100.0,5.9,0.24,0.26,12.3,0.053,34.0,0.9972,3.34,0.45,9.5,6
68.0,6.5,0.21,0.37,2.5,0.048,70.0,0.9917,3.33,0.75,11.4,7
87.0,7.7,0.27,0.35,5.3,0.03,30.0,0.992,3.11,0.42,12.2,6
122.0,7.3,0.34,0.21,3.2,0.05,14.0,0.9936,3.25,0.44,10.2,5
147.0,6.6,0.27,0.25,3.1,0.052,41.0,0.9915,3.24,0.4,11.3,5
74.0,7.1,0.28,0.26,1.9,0.049,12.0,0.9934,3.15,0.38,9.4,5
86.0,6.8,0.25,0.34,14.0,0.032,47.0,0.9952,3.37,0.5,12.2,7
74.0,7.1,0.28,0.26,1.9,0.049,12.0,0.9934,3.15,0.38,9.4,5
133.0,7.1,0.17,0.38,7.4,0.052,49.0,0.9958,3.35,0.52,9.6,6
106.0,7.8,0.28,0.22,1.4,0.056,24.0,0.9944,3.28,0.48,9.5,5
157.0,6.8,0.22,0.37,1.7,0.036,38.0,0.9908,3.35,0.72,12.5,6
133.0,7.1,0.17,0.38,7.4,0.052,49.0,0.9958,3.35,0.52,9.6,6
136.0,6.1,0.14,0.25,1.3,0.047,37.0,0.9925,3.35,0.46,10.0,6
151.0,6.4,0.24,0.5,11.6,0.047,60.0,0.9966,3.18,0.57,9.3,5
165.0,7.8,0.42,0.26,9.2,0.058,34.0,0.9972,3.14,0.55,9.3,6
79.0,6.6,0.28,0.36,1.7,0.038,22.0,0.9912,3.29,0.57,11.6,6
104.0,7.1,0.32,0.34,14.5,0.039,46.0,0.995,3.38,0.5,12.5,8
112.0,6.7,0.31,0.3,2.1,0.038,18.0,0.9928,3.36,0.63,10.6,6
149.0,6.4,0.32,0.5,10.7,0.047,57.0,0.9968,3.08,0.6,9.4,5
157.0,6.1,0.28,0.25,6.9,0.056,44.0,0.9955,3.19,0.4,9.1,6
176.0,5.9,0.29,0.25,12.0,0.057,48.0,0.9981,3.23,0.41,9.0,6
71.0,5.8,0.32,0.38,4.75,0.033,23.0,0.991,3.42,0.42,11.8,7
71.0,5.8,0.32,0.38,4.75,0.033,23.0,0.991,3.42,0.42,11.8,7
71.0,5.7,0.32,0.38,4.75,0.033,23.0,0.991,3.42,0.42,11.8,7
95.0,6.7,0.28,0.14,1.4,0.043,64.0,0.992,3.17,0.39,10.0,5
135.0,5.9,0.25,0.25,11.3,0.052,30.0,0.997,3.24,0.44,9.5,6
133.0,8.1,0.46,0.31,1.7,0.052,50.0,0.9923,3.03,0.42,11.2,5
147.0,6.2,0.36,0.26,13.2,0.051,54.0,0.9976,3.25,0.46,9.0,5
93.0,6.8,0.22,0.35,5.5,0.043,21.0,0.9938,3.3,0.53,10.7,7
161.0,7.2,0.28,0.3,10.7,0.044,61.0,0.9972,3.14,0.5,9.1,6
91.0,6.7,0.17,0.37,2.0,0.039,34.0,0.9922,3.26,0.6,10.8,7
111.0,6.9,0.2,0.34,1.9,0.043,25.0,0.9935,3.31,0.6,10.1,4
162.0,6.1,0.36,0.16,6.4,0.037,36.0,0.9944,3.17,0.62,9.9,6
155.0,6.0,0.36,0.16,6.3,0.036,36.0,0.9942,3.17,0.62,9.8,5
151.0,5.9,0.37,0.14,6.3,0.036,34.0,0.9944,3.17,0.63,9.8,5
149.0,6.3,0.34,0.28,14.7,0.047,49.0,0.9977,3.23,0.46,9.5,5
72.0,6.7,0.19,0.34,1.0,0.022,22.0,0.9912,3.23,0.57,11.1,6
142.0,7.5,0.31,0.51,14.8,0.039,62.0,0.9982,3.06,0.6,9.5,5
142.0,7.5,0.31,0.51,14.8,0.039,62.0,0.9982,3.06,0.6,9.5,5
142.0,7.4,0.31,0.48,14.2,0.042,62.0,0.9983,3.06,0.59,9.4,5
64.0,6.6,0.38,0.18,1.2,0.042,20.0,0.9927,3.22,0.45,10.1,4
80.0,6.4,0.33,0.28,1.1,0.038,30.0,0.9917,3.12,0.42,10.5,6
97.0,5.6,0.25,0.26,3.6,0.037,18.0,0.9904,3.42,0.5,12.6,6
28.0,8.6,0.27,0.46,6.1,0.032,13.0,0.993,2.89,0.34,10.9,5
168.0,6.2,0.31,0.21,6.3,0.041,50.0,0.9941,3.15,0.6,10.0,5
109.0,7.2,0.18,0.45,4.4,0.046,57.0,0.9943,3.13,0.62,11.2,6
86.0,7.7,0.2,0.44,13.9,0.05,44.0,0.99855,3.11,0.48,10.0,6
85.0,6.2,0.47,0.21,1.0,0.044,13.0,0.99345,3.14,0.46,9.2,5
121.0,6.1,0.25,0.24,12.1,0.046,51.0,0.998,3.35,0.45,9.5,5
97.0,8.2,0.27,0.43,1.6,0.035,31.0,0.9916,3.1,0.5,12.3,6
97.0,8.2,0.27,0.43,1.6,0.035,31.0,0.9916,3.1,0.5,12.3,6
156.0,6.4,0.31,0.39,7.5,0.04,57.0,0.99475,3.32,0.43,10.0,5
148.0,6.0,0.39,0.26,2.7,0.038,39.0,0.99325,3.41,0.5,10.8,6
109.0,6.2,0.21,0.27,1.7,0.038,41.0,0.9933,3.49,0.71,10.5,7
199.0,7.7,0.42,0.31,9.2,0.048,22.0,0.9969,3.06,0.61,9.2,6
123.0,7.0,0.27,0.41,18.75,0.042,34.0,1.0002,2.96,0.5,9.1,5
109.0,6.2,0.21,0.27,1.7,0.038,41.0,0.9933,3.49,0.71,10.5,7
92.0,7.4,0.29,0.5,1.8,0.042,35.0,0.9937,3.45,0.5,10.2,7
116.0,6.6,0.29,0.44,9.0,0.053,62.0,0.99685,3.02,0.45,8.9,5
167.0,6.0,0.3,0.44,1.5,0.046,15.0,0.99455,3.5,0.52,10.4,5
105.0,6.9,0.31,0.34,1.6,0.032,23.0,0.9917,3.37,0.47,11.7,6
60.0,6.6,0.33,0.31,1.3,0.02,29.0,0.99035,3.26,0.44,12.4,8
99.0,7.8,0.3,0.4,1.8,0.028,23.0,0.9914,3.14,0.39,10.9,7
101.0,6.4,0.39,0.21,1.2,0.041,35.0,0.99225,3.15,0.46,10.2,5
73.0,6.4,0.24,0.31,2.8,0.038,41.0,0.99155,3.37,0.66,11.7,7
82.0,7.0,0.21,0.34,8.0,0.057,19.0,0.9954,2.99,0.59,9.4,5
115.0,6.4,0.16,0.31,5.3,0.043,42.0,0.99455,3.35,0.47,10.5,5
114.0,6.5,0.23,0.33,13.8,0.042,25.0,0.99695,3.35,0.56,10.4,6
162.0,6.2,0.25,0.48,10.0,0.044,78.0,0.99655,3.25,0.47,9.5,6
35.0,8.8,0.28,0.45,6.0,0.022,14.0,0.9934,3.01,0.33,11.1,7
143.0,6.6,0.25,0.3,14.4,0.052,40.0,0.998,3.02,0.5,9.1,6
163.0,6.9,0.38,0.25,9.8,0.04,28.0,0.9971,3.28,0.61,9.2,5
114.0,6.4,0.25,0.3,5.5,0.038,15.0,0.9948,3.14,0.49,9.6,6
143.0,6.6,0.25,0.3,14.4,0.052,40.0,0.998,3.02,0.5,9.1,6
163.0,6.9,0.38,0.25,9.8,0.04,28.0,0.9971,3.28,0.61,9.2,5
102.0,7.1,0.21,0.31,3.8,0.021,40.0,0.99215,3.17,0.39,10.8,7
114.0,6.4,0.25,0.3,5.5,0.038,15.0,0.9948,3.14,0.49,9.6,6
14.0,6.9,0.39,0.4,4.6,0.022,5.0,0.9915,3.31,0.37,12.6,3
36.0,5.8,0.2,0.3,1.5,0.031,21.0,0.99115,3.44,0.55,11.0,6
110.0,7.0,0.2,0.37,2.0,0.03,26.0,0.9932,3.28,0.61,10.2,6
